"","(Intercept)","Probability1","Session1","Group1","Age","Probability1:Session1","Probability1:Group1","Session1:Group1","Probability1:Age","Session1:Age","Group1:Age","Probability1:Session1:Group1","Probability1:Session1:Age","Probability1:Group1:Age","Session1:Group1:Age","Probability1:Session1:Group1:Age"
"AP49828",-0.72781960124826,-0.932726130876016,-0.357488042462513,0.741165534923007,0.604396357485414,1.26516774795991,0.917168589190642,0.414861457736815,0.85191504168479,0.297499501955331,-0.607890353376043,-1.3637513907123,-1.13625967233839,-0.787728924702123,-0.274569699323317,1.07514429724666
"BDI85115",-0.948054476720968,0.27587519207426,-0.119381347263894,-0.937869652142022,-1.34776774434674,-0.21246998316993,0.276974200188431,-0.136163910337261,0.416682387202799,-0.17833480950848,-1.34324113707638,-0.223393183054974,-0.306560203938666,0.396765487646534,-0.139793777661515,-0.279247979108051
"CSB15449",0.301992644773572,-1.20954416519435,0.0492164519782541,0.302040786946242,-0.0562995018063846,1.35150107215236,-1.26785287738037,0.0988239040309949,0.0808324253691267,-0.0165288345049205,-0.0496578692334797,1.49788460205656,-0.0814824560197628,0.137724917147313,-0.0058429465956631,-0.135085849443018
"CT38369",-0.561570072906952,-0.0879318460652333,0.54176906643094,-0.590170310999715,-1.06293146131439,1.30493373066873,-0.223354048020421,0.684669540211072,-0.298668292706183,0.988297855541319,-1.02612489048225,1.46812692951133,2.36408279603151,-0.242161716110797,0.902240254600051,2.26448290689382
"DB17486",0.0317193361536072,-0.14433087388387,1.22859889416878,-0.0475001535316482,0.0518606326840821,-0.50690887901934,0.129965772089521,-1.23611917830911,-0.0837719415519087,0.511245665672338,-0.0741918484274897,0.523849729662843,-0.260853926781622,0.104446515796703,-0.441603728667459,0.253460645965753
"DD37504",-0.736767546818463,-0.123724544848465,-0.156772494069561,0.742237734371989,-0.912295509859511,-0.583738813025745,0.122843581836463,0.182864126610116,-0.160393022902169,-0.192998921627517,0.899399390461486,0.63530436439323,-0.709946718030291,0.156798032968232,0.205548276646313,0.708679860649334
"DO12606",-1.89722705739649,-1.52488439433116,0.0306206243522701,1.89457776783131,2.22553898532488,-1.74396584361421,1.55737919682717,-0.00373344866064713,1.78334744484358,0.0150995915436085,-2.22657619409133,2.04377871198454,2.19995398520988,-1.77398428393539,0.0117530379021181,-2.11143113522257
"DV93893",0.185014673773834,0.583001969766906,-0.32678461377202,0.198257072083443,0.377134512210446,-0.300349988298504,0.58108927711484,-0.343768477328648,1.15644739917951,-0.568664896166909,0.377218733642319,-0.318487362351765,-0.590668199554363,1.10108341934844,-0.538044372406171,-0.527652063379313
"EC79302",-0.777806757098225,-1.75159973976606,-0.177670750160016,0.788623053993356,0.272056895291503,0.118088380614392,1.7342536985823,0.231764074799655,0.820683514057076,0.101382181661464,-0.277714487940465,-0.0273791411113052,-0.195666409980304,-0.810126543283089,-0.0921743210152107,0.195795735340058
"EF4934",0.333793604390426,-0.500719844205021,0.6185107500961,0.363456796876805,-0.0696679766085434,-0.243405029116866,-0.462761709972191,0.584113879609408,0.0880803645156604,-0.0566315662088208,-0.0704887109215004,-0.267901211037998,0.0207289982019875,0.0586779276615444,-0.0193828944803617,0.0623181130940359
"ELH64832",0.954834427405492,-1.37817419830478,-0.740161248680537,0.796610727947533,-1.49355161504456,-0.871464504293607,-1.3064303926795,-0.144958648350599,2.14797747850911,0.624486563518968,-1.35221697704752,-0.985707071693772,1.32706388067199,2.05626164945525,0.207899076518503,1.37504999995005
"EOL17976",-0.622509699677796,2.76233260691411,-1.76007769628968,0.592380122476666,0.639884359558806,0.171617276524917,-2.80025331555192,1.93474811521821,-3.0866563197078,1.86403509046975,-0.681238461842991,-0.0248461820837892,-0.0952976678767017,2.93587756820918,-1.73466349359921,0.189380337856606
"EP57702",-0.259188982358894,0.634928894113523,-0.149212771503019,-0.260434313364143,0.432798619782386,0.534283942396925,0.657540606925921,-0.111381498173808,-1.08771765735758,0.180875879130474,0.448129323222341,0.511303777894075,-0.813713910226295,-1.1122904014512,0.154801176779888,-0.754315865494892
"FP36564",0.418961723271151,0.0267358911814594,1.2000684938553,0.365975500320831,-0.416968045140133,0.820254136318715,-0.0906163255672627,1.46406104610703,0.0118382626592875,-0.757406494706453,-0.309558742376352,0.891037012570042,-0.641643255878708,0.0704768955639291,-1.09406940151399,-0.721678103287634
"FS36906",-0.699850852654967,-0.645121286688025,-0.654894303190048,-0.711453756495471,0.494401909273723,0.0732745490507793,-0.532112456935746,-0.605740664904743,0.534116933577986,0.530597397317729,0.542760615344926,-0.0315336217431563,-0.105842470509134,0.359619208588788,0.384970155915342,0.0751370399170999
"FS41243",-1.1709725137459,1.8973693665686,0.411754142544134,1.18367423393555,0.570844787217819,-0.857968253229434,-1.9485626348473,-0.544905826441513,-1.04248475661396,-0.309595605375319,-0.555308992385454,0.949092548547664,0.543224594681956,0.904406374118266,0.240898468191145,-0.394257124340092
"GB22001",1.74881151643399,-1.11590000809912,2.02950869218249,-1.76705602090496,-1.53124925342392,1.14066733620534,1.02046712582965,-1.84155541679836,0.842938912625989,-1.28869298771946,1.46938638389316,-1.05763236492388,-0.779738639865319,-0.910776398146459,1.48175780260576,0.896564977797425
"IM17947",1.48674294475807,1.29967169081585,-1.04451291152959,1.519812559652,-2.22845314037784,-1.2867649071385,1.28391113754006,-1.10856654699048,-1.42432981193765,0.850085718266095,-2.31853087904473,-1.27494536974903,1.25487802167061,-1.78788362978621,1.19647558242603,1.65888600014061
"JK77807",-0.67017761929144,0.66947075432325,-0.583976105696149,-0.648132037103605,0.47721331409457,-0.0958383936837333,0.689170688204884,-0.6595993562859,-0.523163851885516,0.427070834150258,0.47681169892519,-0.137407402491501,0.107731214670792,-0.541677537711553,0.44876342404274,0.139388265570621
"JO51302",2.84764353964086,-1.3176836432484,0.146894336628706,-2.8365191445376,-1.31850107230678,2.61549700221483,1.24530122374272,-0.22046850796934,0.381312233495683,-0.12835460298965,1.31920159308169,-2.34408870918668,-0.82669587686827,-0.685967366937102,0.0943243121009896,1.19263574947417
"KJ69825",0.657458164370264,0.451915236851506,1.63070240533795,-0.661594406872277,1.14892786353079,-1.30317953648229,-0.38566759752994,-1.47388155614313,0.897701982799682,2.6852139577116,-1.18799396828764,1.17960039173416,-2.25640917108745,-0.779551088587659,-2.48812774961217,2.13493578945362
"LB9320",0.154532257979697,0.88746157885281,-0.13350198305566,0.165881867713994,-0.105563440360904,0.454216868591884,0.970591036733559,-0.140708386513579,-0.480881868582494,0.0755061927234003,-0.0967815445542725,0.346012973784936,-0.261640965182766,-0.601366601487414,0.0802298388596342,-0.122173120025515
"LC41432",-0.542894562473406,-0.913443198221989,1.91609744986288,-0.305832168088415,0.431606602568032,-1.66465543187933,-1.11895572887135,1.03793340040469,0.857982635152859,-1.43444080032473,0.198685869213906,-1.50229527128956,1.41316666451553,1.04145489890491,-0.572337536577541,1.1745198098892
"LH05248",0.326340769641962,-0.526515930329704,0.537065169021878,-0.329107398445075,0.826700046005591,0.724705615620517,0.487577920252214,-0.542740210722937,-2.01165595439599,1.81322889373884,-0.833701494668011,-0.734194868543921,2.61420979407199,1.97774960276603,-1.77218016823359,-2.54628254780355
"MM15405",-0.870236242468889,0.266279873387411,-1.69872207900517,0.847652457707228,-1.56470251758486,0.134152783917618,-0.262950333940664,1.97094441739314,0.49079058099622,-3.42151790171583,1.50640871501726,-0.143056508799435,0.259516524873911,-0.439894309958625,3.57642830958971,-0.260947563375844
"MM57769",2.48674847169104,-1.22260321369013,1.05719329135343,-2.46492840353771,-0.924687843827636,-0.385859225575488,1.09522858084191,-0.956236276451211,0.437718712347044,-0.315579759259107,0.915116364801021,0.299366639789439,0.0983635971859968,-0.428148480491613,0.346128195711726,-0.101067170407757
"MR12843",1.00931463200636,0.0299252368067251,-1.86511946620978,0.910166000409606,1.54921056284779,-1.41304786350367,-0.143238534038556,-1.52670399798887,-0.0776439865216372,-2.13507679305435,1.60947288858336,-1.29866338717615,-1.97676983828112,-0.0280162908886018,-2.31763342387259,-2.01359164816064
"MW04483",-1.77786071931051,1.2304869711828,-0.198632510682364,-1.96618020083801,3.00367748798763,0.19871195484407,1.44292717947589,0.488299580960879,-2.33803288642458,-0.83456013737324,3.05353725255298,-0.00623892029606319,-0.00915957895228366,-2.39848938290639,-0.99388764219944,0.0822649292719902
"MW14953",-0.11537097010552,0.688066975521947,-2.00113368924916,0.0706600623396415,-0.054578234298328,0.882490460532368,-0.66425189568876,2.15353314544889,0.198256839507641,-0.360942898881787,0.00742758214236329,-0.885004189101269,0.1710321884379,-0.161682258986035,0.497005759491935,-0.188214506439474
"MW58454",1.38483832379022,0.0707254908049387,-0.277261488460454,1.40126602367683,0.183279237857558,-0.172279236802994,0.0622122207010476,-0.287267233637091,0.0944757557670755,-0.150397617237145,0.161930200142245,-0.169926324864796,-0.113372189774797,0.022448863718405,-0.0530173630403269,-0.0354590461708642
"NJ73872",0.195353969382645,-0.305135629547792,-1.17557116835872,0.248149116268026,-0.170547050726277,0.901002472224508,-0.364768294626168,-1.37482949317737,0.232517558740836,0.710732481689516,-0.204983831597717,1.03171423239959,-0.617430976922632,0.27850693630576,0.857446220366121,-0.657209705951559
"OK73969",0.413113326834701,-0.507788008880994,0.409379050297498,0.424458949809665,-0.374411177414805,-1.07641157938648,-0.62540744430322,0.414195778927417,0.483573234494841,-0.300670445220181,-0.368237664969857,-0.982778847079029,0.801525648218075,0.540050461780664,-0.279274345663994,0.725103283743333
"OLL12584",-0.228547222129768,-0.611532667786998,1.23089488460238,-0.168086589141393,0.20859521498509,0.00116235766773548,-0.545931883692212,1.08862448992109,0.623032622697327,-1.12056296064987,0.168630970479594,-0.0441945209867324,-0.00135180530341202,0.555898348598569,-0.943929417935787,0.071732029995644
"RC59448",0.229192626290468,1.67110638050751,-0.136309598717531,0.197917422931601,0.14906974675829,1.5385491022535,1.65632400315201,-0.0380861130961231,1.38910896318641,-0.0218118878420288,0.196287694776229,1.44801506398131,1.05967907997119,1.27267618873464,-0.148345095402742,1.12581768579463
"RC81284",-0.399966097888069,1.17617865923364,0.698233668503745,0.418599604447885,0.116643986124203,1.02582372294157,-1.149095108435,-0.79483911251145,-0.309267759838312,-0.241358772467939,-0.102578175936975,-1.04004584841903,-0.298107013045877,0.291885428047838,0.154161565079967,0.264864920130355
"RG10915",-0.696615676260313,0.790975315791705,0.225584097715667,-0.683374687054529,-0.844094523292616,-1.39790922049732,0.640047882223404,0.208152786076091,0.795987193924839,0.212980313084764,-0.850430208768483,-1.28978746414909,-1.44345035050776,0.915543265473948,0.276312242458754,-1.557916612562
"SF02615",-0.507506698643722,0.132081729672015,0.523674053302798,-0.485298209558487,-0.658274619589302,-0.508872650339226,0.119170536110287,0.494966854566546,0.183450167445306,0.561632422713786,-0.665500424321236,-0.506011863009657,-0.632171271486392,0.182418594571052,0.622525753144046,-0.617718661452805
"SK96011",-0.439971987766153,-1.15289314901641,-0.0454065329949158,-0.430586213540898,-0.109939651035548,0.619165327813342,-1.01136732861023,-0.038344575259551,-0.192508951404304,-0.0176248543013982,-0.105166600161789,0.53290302133906,0.0663481510789162,-0.383502235522183,0.000623255805657898,0.276234429098387
"SM81477",-0.334030707985515,-0.808669695062783,-0.386071439275012,0.342204103178472,0.0428589586401026,1.1272062880812,0.795395974276551,0.428517223492782,0.267637868206743,0.0901037477307882,-0.051083378987881,-1.19791796214321,-0.330266045338428,-0.23910516896247,-0.0696196137540886,0.306016902709961
"SN46949",-0.401970746652843,0.33548648068707,0.804923252584719,0.396182366490279,0.228631061833292,-1.34598564328105,-0.305075254934357,-0.839845722202779,-0.219809208605493,-0.464141158079999,-0.243211812345284,1.37774222998667,0.777233436027693,0.225302329245569,0.490354877903444,-0.771811743925401
"SP20986",-1.02110471148519,1.17791047218381,-2.24908619613491,1.00608925694629,0.173628502146071,-1.1056468141954,-1.19086595449767,2.54336282115612,-0.436056662769345,0.936085264472639,-0.223926278092007,1.20517651932567,0.477853527163682,0.393413307768362,-0.739775416656108,-0.385857841750552
"TB39825",1.28086194268442,-1.01714103958552,0.681063156754025,1.29401244401803,1.67503566661722,-0.552954969667422,-1.0016208528473,0.725112730291976,-1.2504118714996,0.7725253761468,1.67664561437677,-0.553857999339529,-0.646109882712073,-1.2579902094541,0.766327442607894,-0.604193030807161
"TK95636",-0.107553316201037,0.707518247104888,-0.567747782058786,-0.0524477157790188,0.0895821673013648,0.700113818443659,0.675541265574843,-0.771067745074477,-0.900775164374252,0.769334220088267,0.0545142999477486,0.727456850919611,-0.882742062064117,-0.899180818800114,0.913831512151682,-0.856893202001425
"WW00131",-0.90169849458156,-0.350445772029316,-0.324837853223657,-0.895454734917769,0.0190811423009348,0.80753135837858,-0.408684702315976,-0.332017877294523,0.0762509795022239,0.00569148581816432,0.0249177679064229,0.920937599938674,-0.0945107625750265,-0.0012016772049759,0.0174519037932487,-0.00174417088562627
"ZQ66477",0.970004438598066,0.383003965315411,1.15858214046919,-0.97002545044354,-0.748174242068492,-0.880440539216906,-0.351257022128198,-1.07601959233943,-0.22042752341088,-0.70781592993077,0.719851968426134,0.821743785518223,0.551269218418359,0.29123910289418,0.790013963518567,-0.603665017987628
